ECID,Type,Name,Unit,Pointer,Max,Min,Default,Comment
4205,ASCII_TYPE,In Arm to Shuttle 2 Offset,mm,InArmOffSet_File[InOfsInSh2]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;
4206,ASCII_TYPE,In Arm to Auto Clean Kit Offset,mm,InArmOffSet_File[InOfsAutoClean]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;
4208,ASCII_TYPE,In Arm to Rotater Offset,mm,InArmOffSet_File[InOfsRotate_In]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;
4251,ASCII_TYPE,Out Arm to Shuttle 1 Offset,mm,OutArmOffSet_File[OutOfsOutSh1]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;
4252,ASCII_TYPE,Out Arm to Shuttle 2 Offset,mm,OutArmOffSet_File[OutOfsOutSh2]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;
4253,ASCII_TYPE,Out Arm to Auto 1 Offset,mm,OutArmOffSet_File[OutOfsAuto1]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;
4254,ASCII_TYPE,Out Arm to Auto 2 Offset,mm,OutArmOffSet_File[OutOfsAuto2]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;
4255,ASCII_TYPE,Out Arm to Auto 3 Offset,mm,OutArmOffSet_File[OutOfsAuto3]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;
4256,ASCII_TYPE,Out Arm to Fix 1 Offset,mm,OutArmOffSet_File[OutOfsFix1]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;
4257,ASCII_TYPE,Out Arm to Fix 2 Offset,mm,OutArmOffSet_File[OutOfsFix2]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;
4258,ASCII_TYPE,Out Arm to Fix 3 Offset,mm,OutArmOffSet_File[OutOfsFix3]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;
4259,ASCII_TYPE,Out Arm to Rotater Offset,mm,OutArmOffSet_File[OutOfsRotate_Out]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;
4260,ASCII_TYPE,Out Arm to Auto 4 Offset,mm,OutArmOffSet_File[OutOfsAuto4]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;
4261,ASCII_TYPE,Out Arm to Auto 5 Offset,mm,OutArmOffSet_File[OutOfsAuto5]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;
4262,ASCII_TYPE,Out Arm to Auto 6 Offset,mm,OutArmOffSet_File[OutOfsAuto6]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;
4263,ASCII_TYPE,Out Arm to Fix 4 Offset,mm,OutArmOffSet_File[OutOfsFix4]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;
4264,ASCII_TYPE,Out Arm to Fix 5 Offset,mm,OutArmOffSet_File[OutOfsFix5]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;
4265,ASCII_TYPE,Out Arm to Fix 6 Offset,mm,OutArmOffSet_File[OutOfsFix6]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;
4301,ASCII_TYPE,In Arm to Loader Pick Up Offset,mm,InArmOffSet_File[InOfsLoader]->tArmPickOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H
4302,ASCII_TYPE,In Arm to Hot Plate 1 Pick Up Offset,mm,InArmOffSet_File[InOfsHP1]->tArmPickOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H
4303,ASCII_TYPE,In Arm to Hot Plate 2 Pick Up Offset,mm,InArmOffSet_File[InOfsHP2]->tArmPickOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H
4304,FT_8_TYPE,In Arm to Loader Pick Up Offset(ALL Z),mm,&Offset_File.dInArmPickUp[InOfsLoader],,,,CSV Format with 1 data: Pick Up
4308,ASCII_TYPE,In Arm to Rotater Pick Up Offset,mm,InArmOffSet_File[InOfsRotate_In]->tArmPickOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H
4351,ASCII_TYPE,Out Arm to Shuttle 1 Pick Up Offset,mm,OutArmOffSet_File[OutOfsOutSh1]->tArmPickOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H
4352,ASCII_TYPE,Out Arm to Shuttle 2 Pick Up Offset,mm,OutArmOffSet_File[OutOfsOutSh2]->tArmPickOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H
4353,FT_8_TYPE,Out Arm to Shuttle 1 Pick Up Offset(ALL Z),mm,&Offset_File.dOutArmPickUp[OutOfsOutSh1],,,,CSV Format with 1 data: Pick Up
4354,FT_8_TYPE,Out Arm to Shuttle 2 Pick Up Offset(ALL Z),mm,&Offset_File.dOutArmPickUp[OutOfsOutSh2],,,,CSV Format with 1 data: Pick Up
4359,ASCII_TYPE,Out Arm to Rotater Pick Up Offset,mm,OutArmOffSet_File[OutOfsRotate_Out]->tArmPickOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H
4402,ASCII_TYPE,In Arm to Hot Plate 1 Place Offset,mm,InArmOffSet_File[InOfsHP1]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H
4403,ASCII_TYPE,In Arm to Hot Plate 2 Place Offset,mm,InArmOffSet_File[InOfsHP2]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H
4404,ASCII_TYPE,In Arm to Shuttle 1 Place Offset,mm,InArmOffSet_File[InOfsInSh1]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H
4405,ASCII_TYPE,In Arm to Shuttle 2 Place Offset,mm,InArmOffSet_File[InOfsInSh2]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H
4406,ASCII_TYPE,In Arm to Auto Clean Kit Place Offset,mm,InArmOffSet_File[InOfsAutoClean]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H
4408,ASCII_TYPE,In Arm to Rotater Place Offset,mm,InArmOffSet_File[InOfsRotate_In]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H
4453,ASCII_TYPE,Out Arm to Auto 1 Place Offset,mm,OutArmOffSet_File[OutOfsAuto1]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H
4454,ASCII_TYPE,Out Arm to Auto 2 Place Offset,mm,OutArmOffSet_File[OutOfsAuto2]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H
4455,ASCII_TYPE,Out Arm to Auto 3 Place Offset,mm,OutArmOffSet_File[OutOfsAuto3]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H
4456,ASCII_TYPE,Out Arm to Fix 1 Place Offset,mm,OutArmOffSet_File[OutOfsFix1]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H
4457,ASCII_TYPE,Out Arm to Fix 2 Place Offset,mm,OutArmOffSet_File[OutOfsFix2]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H
4458,ASCII_TYPE,Out Arm to Fix 3 Place Offset,mm,OutArmOffSet_File[OutOfsFix3]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H
4459,ASCII_TYPE,Out Arm to Rotater Place Offset,mm,OutArmOffSet_File[OutOfsRotate_Out]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H
4460,ASCII_TYPE,Out Arm to Auto 4 Place Offset,mm,OutArmOffSet_File[OutOfsAuto4]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H
4461,ASCII_TYPE,Out Arm to Auto 5 Place Offset,mm,OutArmOffSet_File[OutOfsAuto5]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H
4462,ASCII_TYPE,Out Arm to Auto 6 Place Offset,mm,OutArmOffSet_File[OutOfsAuto6]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H
4463,ASCII_TYPE,Out Arm to Fix 4 Place Offset,mm,OutArmOffSet_File[OutOfsFix4]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H
4464,ASCII_TYPE,Out Arm to Fix 5 Place Offset,mm,OutArmOffSet_File[OutOfsFix5]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H
4465,ASCII_TYPE,Out Arm to Fix 6 Place Offset,mm,OutArmOffSet_File[OutOfsFix6]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H
4661,FT_8_TYPE,Test Arm2 Pick Offset,mm,&Offset_File.iIndexArmPickUp[1],,,,Test Arm2 Pick Offset
4662,FT_8_TYPE,Test Arm2 Place Offset,mm,&Offset_File.iIndexArmPlace[1],,,,Test Arm2 Place Offset
4663,FT_8_TYPE,Test Arm2 Contact Height Offset,mm,&Offset_File.iIndexArmContact[1],,,,Test Arm2 Contact Height Offset
4664,FT_8_TYPE,Test Arm2 Busy Shuttle Half Offset,mm,&Offset_File.iSHHalft[1],,,,Test Arm2 Busy Shuttle Half Offset
4665,FT_8_TYPE,Test Arm2 Shuttle Right Offset,mm,&Offset_File.iSHRightPod[1],2,-2,0,Test Arm2 Shuttle Right Offset
4666,FT_8_TYPE,Test Arm2 Shuttle Left Offset,mm,&Offset_File.iSHLeftPod[1],2,-2,0,Test Arm2 Shuttle Left Offset
4671,FT_8_TYPE,Test Arm1 Pick Offset,mm,&Offset_File.iIndexArmPickUp[0],,,,Test Arm1 Pick Offset
4672,FT_8_TYPE,Test Arm1 Place Offset,mm,&Offset_File.iIndexArmPlace[0],,,,Test Arm1 Place Offset
4673,FT_8_TYPE,Test Arm1 Contact Height Offset,mm,&Offset_File.iIndexArmContact[0],,,,Test Arm1 Contact Height Offset
4674,FT_8_TYPE,Test Arm1 Busy Shuttle Half Offset,mm,&Offset_File.iSHHalft[0],,,,Test Arm1 Busy Shuttle Half Offset
4675,FT_8_TYPE,Test Arm1 Shuttle Right Offset,mm,&Offset_File.iSHRightPod[0],2,-2,0,Test Arm1 Shuttle Right Offset
4676,FT_8_TYPE,Test Arm1 Shuttle Left Offset,mm,&Offset_File.iSHLeftPod[0],2,-2,0,Test Arm1 Shuttle Left Offset
4682,FT_8_TYPE,Tray Arm Pick Loader Offset,mm,&Offset_File.iTrayArmX[0],,,,Tray Arm Pick Loader Offset
4683,FT_8_TYPE,Tray Arm Pick Buffer Offset,mm,&Offset_File.iTrayArmX[1],,,,Tray Arm Pick Buffer Offset
4684,FT_8_TYPE,Tray Arm Pick Color Offset,mm,&Offset_File.iTrayArmX[2],,,,Tray Arm Pick Color Offset
4685,FT_8_TYPE,Tray Arm Place Auto 1 Offset,mm,&Offset_File.iTrayArmX[3],,,,Tray Arm Place Auto 1 Offset
4686,FT_8_TYPE,Tray Arm Place Auto 2 Offset,mm,&Offset_File.iTrayArmX[4],,,,Tray Arm Place Auto 2 Offset
4687,FT_8_TYPE,Tray Arm Place Auto 3 Offset,mm,&Offset_File.iTrayArmX[5],,,,Tray Arm Place Auto 3 Offset
4688,FT_8_TYPE,Tray Arm Place Auto 4 Offset,mm,&Offset_File.iTrayArmX[6],,,,Tray Arm Place Auto 4 Offset
4689,FT_8_TYPE,Tray Arm Place Auto 5 Offset,mm,&Offset_File.iTrayArmX[7],,,,Tray Arm Place Auto 5 Offset
4690,FT_8_TYPE,Tray Arm Place Auto 6 Offset,mm,&Offset_File.iTrayArmX[8],,,,Tray Arm Place Auto 6 Offset
4751,FT_8_TYPE,Plate1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcHotPlate1],60,-60,0,Plate1 Temperature Offset
4752,FT_8_TYPE,Plate2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcHotPlate2],60,-60,0,Plate2 Temperature Offset
4753,FT_8_TYPE,Shuttle1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcShuttle1],60,-60,0,Shuttle1 Temperature Offset
4754,FT_8_TYPE,Shuttle2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcShuttle2],60,-60,0,Shuttle2 Temperature Offset
4755,FT_8_TYPE,Head1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcHead1],60,-60,0,Head1 Temperature Offset
4756,FT_8_TYPE,Head2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcHead2],60,-60,0,Head2 Temperature Offset
4757,FT_8_TYPE,Head5 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcHead3],60,-60,0,Head5 Temperature Offset
4758,FT_8_TYPE,Head6 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcHead4],60,-60,0,Head6 Temperature Offset
4759,FT_8_TYPE,Dut Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcDUT1],60,-60,0,Dut Temperature Offset
4760,FT_8_TYPE,Dut1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcDUT2],60,-60,0,Dut1 Temperature Offset
4761,FT_8_TYPE,Hot Gun1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcHeatGun1],60,-60,0,Hot Gun1 Temperature Offset
4762,FT_8_TYPE,Hot Gun2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcHeatGun2],60,-60,0,Hot Gun2 Temperature Offset
4763,FT_8_TYPE,Chamber Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcChamber],60,-60,0,Chamber Temperature Offset
4764,FT_8_TYPE,CCD Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcCCD],60,-60,0,CCD Temperature Offset
4765,FT_8_TYPE,DUT3 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcDUT3],60,-60,0,DUT3 Temperature Offset
4766,FT_8_TYPE,DUT4 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcDUT4],60,-60,0,DUT4 Temperature Offset
4767,FT_8_TYPE,Socket Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcSocket],60,-60,0,Socket Temperature Offset
4770,FT_8_TYPE,ATC Head1 Temperature Offset,Celsius,&Temperature.dATCInPC[0],,,,ATC Head1 Temperature Offset
4771,FT_8_TYPE,ATC Head2 Temperature Offset,Celsius,&Temperature.dATCInPC[1],,,,ATC Head2 Temperature Offset
4772,FT_8_TYPE,ATC Head3 Temperature Offset,Celsius,&Temperature.dATCInPC[2],,,,ATC Head3 Temperature Offset
4773,FT_8_TYPE,ATC Head4 Temperature Offset,Celsius,&Temperature.dATCInPC[3],,,,ATC Head4 Temperature Offset
4788,BOOLEAN_TYPE,Active Heater Gun,,&Temperature.bActiveHeatGun,,,,Active Heater Gun
4789,BOOLEAN_TYPE,Active ATC Colling,,&Temperature.bATCActiveCooling,,,,Active ATC Colling
4790,INT_4_TYPE,Chiller Temp,,&Temperature.iATCChillerTemp,30,15,25,Chiller Temp
4791,BOOLEAN_TYPE,ATC Use PID Offset,,&Temperature.bUsePIDControl,,,,ATC Use PID Offset
4792,FT_8_TYPE,ATC PID Kp min Offset,,&Temperature.iATC_PID_Min_Offset[0],,,,ATC PID Kp min Offset
4793,FT_8_TYPE,ATC PID Ki min Offset,,&Temperature.iATC_PID_Min_Offset[1],,,,ATC PID Ki min Offset
4794,FT_8_TYPE,ATC PID Kd min Offset,,&Temperature.iATC_PID_Min_Offset[2],,,,ATC PID Kd min Offset
4795,FT_8_TYPE,ATC PID Kp max Offset,,&Temperature.iATC_PID_Max_Offset[0],,,,ATC PID Kp max Offset
4796,FT_8_TYPE,ATC PID Ki max Offset,,&Temperature.iATC_PID_Max_Offset[1],,,,ATC PID Ki max Offset
4797,FT_8_TYPE,ATC PID Kd max Offset,,&Temperature.iATC_PID_Max_Offset[2],,,,ATC PID Kd max Offset
4801,FT_8_TYPE,Aa1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcAa1],60,-60,0,Aa1 Temperature Offset
4802,FT_8_TYPE,Ab1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcAb1],60,-60,0,Ab1 Temperature Offset
4803,FT_8_TYPE,Ac1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcAc1],60,-60,0,Ac1 Temperature Offset
4804,FT_8_TYPE,Ad1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcAd1],60,-60,0,Ad1 Temperature Offset
4805,FT_8_TYPE,Ba1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcBa1],60,-60,0,Ba1 Temperature Offset
4806,FT_8_TYPE,Bb1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcBb1],60,-60,0,Bb1 Temperature Offset
4807,FT_8_TYPE,Bc1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcBc1],60,-60,0,Bc1 Temperature Offset
4808,FT_8_TYPE,Bd1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcBd1],60,-60,0,Bd1 Temperature Offset
4809,FT_8_TYPE,Aa2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcAa2],60,-60,0,Aa2 Temperature Offset
4810,FT_8_TYPE,Ab2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcAb2],60,-60,0,Ab2 Temperature Offset
4811,FT_8_TYPE,Ac2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcAc2],60,-60,0,Ac2 Temperature Offset
4812,FT_8_TYPE,Ad2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcAd2],60,-60,0,Ad2 Temperature Offset
4813,FT_8_TYPE,Ba2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcBa2],60,-60,0,Ba2 Temperature Offset
4814,FT_8_TYPE,Bb2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcBb2],60,-60,0,Bb2 Temperature Offset
4815,FT_8_TYPE,Bc2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcBc2],60,-60,0,Bc2 Temperature Offset
4816,FT_8_TYPE,Bd2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcBd2],60,-60,0,Bd2 Temperature Offset
4817,FT_8_TYPE,Ae1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcAe1],60,-60,0,Ae1 Temperature Offset
4818,FT_8_TYPE,Af1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcAf1],60,-60,0,Af1 Temperature Offset
4819,FT_8_TYPE,Ag1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcAg1],60,-60,0,Ag1 Temperature Offset
4820,FT_8_TYPE,Ah1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcAh1],60,-60,0,Ah1 Temperature Offset
4821,FT_8_TYPE,Be1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcBe1],60,-60,0,Be1 Temperature Offset
4822,FT_8_TYPE,Bf1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcBf1],60,-60,0,Bf1 Temperature Offset
4823,FT_8_TYPE,Bg1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcBg1],60,-60,0,Bg1 Temperature Offset
4824,FT_8_TYPE,Bh1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcBh1],60,-60,0,Bh1 Temperature Offset
4825,FT_8_TYPE,Ae2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcAe2],60,-60,0,Ae2 Temperature Offset
4826,FT_8_TYPE,Af2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcAf2],60,-60,0,Af2 Temperature Offset
4827,FT_8_TYPE,Ag2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcAg2],60,-60,0,Ag2 Temperature Offset
4828,FT_8_TYPE,Ah2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcAh2],60,-60,0,Ah2 Temperature Offset
4829,FT_8_TYPE,Be2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcBe2],60,-60,0,Be2 Temperature Offset
4830,FT_8_TYPE,Bf2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcBf2],60,-60,0,Bf2 Temperature Offset
4831,FT_8_TYPE,Bg2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcBg2],60,-60,0,Bg2 Temperature Offset
4832,FT_8_TYPE,Bh2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcBh2],60,-60,0,Bh2 Temperature Offset
4900,INT_4_TYPE,Temperature Mode,,&Temperature.iMachineTempMode,2,0,2,0: High; 1: Ambient; 2: Ambient/High; 
4901,FT_8_TYPE,Jam Soak Time,Second,&Temperature.fJamSoakTime,,,,Jam Soak Time
4902,FT_8_TYPE,Initial Wait Time,Second,&Temperature.fInitialWaitTime,,,,Initial Wait Time
4903,INT_4_TYPE,Initial Start 1 Time,Second,&Temperature.iInitialStart1Time,,,,Initial Start 1 Time
4904,INT_4_TYPE,Shuttle Soak Time,Second,&Temperature.iInitialStart2Time,,,,Shuttle Soak Time
4905,FT_8_TYPE,Chamber coolingTemp,Celsius,&Temperature.fChamberCoolTemp,,,,Chamber coolingTemp
4906,INT_4_TYPE,Index Soak Time,Second,&Temperature.iIndexSoakTime,,,,Index Soak Time
4907,INT_4_TYPE,O/S Time Soak Time,Second,&Temperature.iOSTime,,,,O/S Time Soak Time
4908,BOOLEAN_TYPE,Ambient Check,,&Temperature.bUseAbitCHK,,,,Ambient Check
4909,INT_4_TYPE,Ambient Check Timing,,&Temperature.iAbitCHKStatus,1,0,0,0: Start; 1: Running; 
4910,FT_8_TYPE,Ambient Temp,Celsius,&Temperature.fAbitTemp,50,10,0,Ambient Temp.
4911,BOOLEAN_TYPE,Using chamber fan in ambient mode,,&IniConfig.bAmbRunChamberFanCanStop,,,,Using chamber fan in ambient mode
4912,FT_8_TYPE,Initial Wait Time in Ambient,Second,&Temperature.fAbitInitWaitTime,,,,Initial Wait Time in Ambient
4913,FT_8_TYPE,Cooling Time in Ambient,Second,&Temperature.fAbitColdTime,,,,Cooling Time in Ambient
4914,INT_4_TYPE,Index Heat Mode,,&Temperature.iIndexHeatMode,5,0,0,0: HeadOnly; 1: ChamberOnly; 2: Head+Chamber; 3: Socket+Chamber; 4: Head+Socket; 5: Head+Chamber+Socket; 
4915,BOOLEAN_TYPE,Enable L/B temp monitoring function,,&Temperature.bLBTempFunction,1,0,0,Enable L/B temp monitoring function
4916,FT_8_TYPE,Precondition LB Temperature Min,Celsius,&Temperature.dBoostIdleTime[Temperature.eBLBL],100,25,0,"Precondition If L/B temperature less than setting, need boost"
4917,FT_8_TYPE,Precondition LB boost temperature offset,Celsius,&Temperature.dBoostOffset[Temperature.eBLBL],30,-30,0,Precondition LB boost temperature offset
4918,BOOLEAN_TYPE,Enable boost offset,,&Temperature.bEnableBoostOffset[Temperature.eBLBB],1,0,0,Enable boost offset
4919,FT_8_TYPE,LB Temperature Min,Celsius,&Temperature.dBoostIdleTime[Temperature.eBLBB],100,25,0,"If L/B temperature less than setting, need boost"
4920,FT_8_TYPE,LB boost temperature offset,Celsius,&Temperature.dBoostOffset[Temperature.eBLBB],30,-30,0,LB boost temperature offset
4921,BOOLEAN_TYPE,Enable initial temperature offset,,&Temperature.bEnableBoostOffset[Temperature.eBLBI],1,0,0,Enable initial temperature offset
4922,FT_8_TYPE,Idle time,Second,&Temperature.dBoostIdleTime[Temperature.eBLBI],1200,0,0,"If EOT to SOT idle time grater than setting, need boost"
4923,FT_8_TYPE,Idle time LB boost temperature offset,Celsius,&Temperature.dBoostOffset[Temperature.eBLBI],30,-30,0,Idle time LB Boost temperature offset
4924,FT_8_TYPE,Idle time LB boost duration,Second,&Temperature.dBoostDuration[Temperature.eBLBI],1200,0,0,Idle time LB boost duration
4925,FT_8_TYPE,Idle time LB post boost,Second,&Temperature.dPostBoostDuration[Temperature.eBLBI],1200,0,0,Post boost duration prior after SOT
6501,BOOLEAN_TYPE,Temp. Use Single Limit,,&IniConfig.bL07UseSingleTenmpertureLimit,1,0,0,TRUE:Enalbe; FALSE:Disable
6551,FT_8_TYPE,Plate1 Temp. Limit,,&IniConfig.dSingleTempLimit[tcHotPlate1],60,-60,0,Plate1 Temperature Single Limit
6552,FT_8_TYPE,Plate2 Temp. Limit,,&IniConfig.dSingleTempLimit[tcHotPlate2],60,-60,0,Plate2 Temperature Single Limit
6553,FT_8_TYPE,Shuttle1 Temp. Limit,,&IniConfig.dSingleTempLimit[tcShuttle1],60,-60,0,Shuttle1 Temperature Single Limit
6554,FT_8_TYPE,Shuttle2 Temp. Limit,,&IniConfig.dSingleTempLimit[tcShuttle2],60,-60,0,Shuttle2 Temperature Single Limit
6555,FT_8_TYPE,Head1 Temp. Limit,,&IniConfig.dSingleTempLimit[tcHead1],60,-60,0,Head1 Temperature Single Limit
6556,FT_8_TYPE,Head2 Temp. Limit,,&IniConfig.dSingleTempLimit[tcHead2],60,-60,0,Head2 Temperature Single Limit
6557,FT_8_TYPE,Head5 Temp. Limit,,&IniConfig.dSingleTempLimit[tcHead3],60,-60,0,Head5 Temperature Single Limit
6558,FT_8_TYPE,Head6 Temp. Limit,,&IniConfig.dSingleTempLimit[tcHead4],60,-60,0,Head6 Temperature Single Limit
6559,FT_8_TYPE,DUT1 Temp. Limit,,&IniConfig.dSingleTempLimit[tcDUT1],60,-60,0,DUT1 Temperature Single Limit
6560,FT_8_TYPE,DUT2 Temp. Limit,,&IniConfig.dSingleTempLimit[tcDUT2],60,-60,0,DUT2 Temperature Single Limit
6561,FT_8_TYPE,Chamber Temp. Limit,,&IniConfig.dSingleTempLimit[tcChamber],60,-60,0,Chamber Temp. Limit
6562,FT_8_TYPE,CCD Temp. Limit,,&IniConfig.dSingleTempLimit[tcCCD],60,-60,0,CCD Temp. Limit
6563,FT_8_TYPE,Aa 1 Temp. Limit,,&IniConfig.dSingleTempLimit[tcAa1],60,-60,0,Aa 1 Temp. Limit
6564,FT_8_TYPE,Ab 1 Temp. Limit,,&IniConfig.dSingleTempLimit[tcAb1],60,-60,0,Ab 1 Temp. Limit
6565,FT_8_TYPE,Ac 1 Temp. Limit,,&IniConfig.dSingleTempLimit[tcAc1],60,-60,0,Ac 1 Temp. Limit
6566,FT_8_TYPE,Ad 1 Temp. Limit,,&IniConfig.dSingleTempLimit[tcAd1],60,-60,0,Ad 1 Temp. Limit
