SVID,Type,Name,Unit,Pointer,Comment
1455,ASCII_TYPE,Fix2 Test Bin,,&sSVBinAssign[eFix2],Fix 2 Test Bin
1456,ASCII_TYPE,Fix3 Test Bin,,&sSVBinAssign[eFix3],Fix 3 Test Bin
1457,ASCII_TYPE,Fix4 Test Bin,,&sSVBinAssign[eFix4],Fix 4 Test Bin
1458,ASCII_TYPE,Fix5 Test Bin,,&sSVBinAssign[eFix5],Fix 5 Test Bin
1459,ASCII_TYPE,Fix6 Test Bin,,&sSVBinAssign[eFix6],Fix 6 Test Bin
1460,ASCII_TYPE,Auto4 Test Bin,,&sSVBinAssign[eAuto4],Auto 4 Test Bin
1461,ASCII_TYPE,Auto5 Test Bin,,&sSVBinAssign[eAuto5],Auto 5 Test Bin
1462,ASCII_TYPE,Auto6 Test Bin,,&sSVBinAssign[eAuto6],Auto 6 Test Bin
1463,ASCII_TYPE,Fix7 Test Bin,,&sSVBinAssign[eFix7],Fix 7 Test Bin
1464,ASCII_TYPE,Fix8 Test Bin,,&sSVBinAssign[eFix8],Fix 8 Test Bin
1465,ASCII_TYPE,Fix9 Test Bin,,&sSVBinAssign[eFix9],Fix 9 Test Bin
1466,ASCII_TYPE,Fix10 Test Bin,,&sSVBinAssign[eFix10],Fix 10 Test Bin
1467,ASCII_TYPE,Fix11 Test Bin,,&sSVBinAssign[eFix11],Fix 11 Test Bin
1468,ASCII_TYPE,Fix12 Test Bin,,&sSVBinAssign[eFix12],Fix 12 Test Bin
1470,ASCII_TYPE,CCD2 Temperature,,&RunInfo.ShowTempComp[tcCCD_2],CCD2 Temperature
1471,ASCII_TYPE,2DID Temperature,,&RunInfo.ShowTempComp[tc2D],2DID Temperature
1472,ASCII_TYPE,LB Temperature,,&RunInfo.ShowTempComp[tcLB],LB Temperature
1473,ASCII_TYPE,ESD Air Temperature,,&RunInfo.ShowTempComp[tcIndexESD],ESD Air Temperature
1474,ASCII_TYPE,LB Up Temperature,,&RunInfo.ShowTempComp[tcLBUp],LB Up Temperature
1475,ASCII_TYPE,LB Down Temperature,,&RunInfo.ShowTempComp[tcLBDown],LB Down Temperature
1476,FT_8_TYPE,LB Up Temp High Limit,,&Temperature.dLBTempHighSettingValue,LB Top Surface Upper Limit Temperature
1477,FT_8_TYPE,LB Up Temp Low Limit,,&Temperature.dLBTempLowSettingValue,LB Top Surface Lower Limit Temperature
1478,FT_8_TYPE,LB Down Temp High Limit,,&Temperature.dLBTempHighSettingValue,LB Bottom Surface Upper Limit Temperature
1479,FT_8_TYPE,LB Down Temp Low Limit,,&Temperature.dLBTempLowSettingValue,LB Bottom Surface Lower Limit Temperature
1702,INT_4_TYPE,Auto1 car Count,,&iAuto_CarCarDeviceCnt[eAuto1],Auto1 car Count
1703,INT_4_TYPE,Auto2 car Count,,&iAuto_CarCarDeviceCnt[eAuto2],Auto2 car Count
1704,INT_4_TYPE,Auto3 car Count,,&iAuto_CarCarDeviceCnt[eAuto3],Auto3 car Count
1705,INT_4_TYPE,Auto4 car Count,,&iAuto_CarCarDeviceCnt[eAuto4],Auto4 car Count
1706,INT_4_TYPE,Auto5 car Count,,&iAuto_CarCarDeviceCnt[eAuto5],Auto5 car Count
1707,INT_4_TYPE,Auto6 car Count,,&iAuto_CarCarDeviceCnt[eAuto6],Auto6 car Count
2003,FT_8_TYPE,Force Per Device KG,,fContact->edForcePerDeviceKG,Force Per Device KG
2004,FT_8_TYPE,Force Per Pin N,,fContact->edForcePerPinN,Force Per Pin N
2005,FT_8_TYPE,Arm Total Force N,,fContact->edAirForceN,Arm Total Force N
2007,FT_8_TYPE,Force Per Device N,,fContact->edForcePerDeviceN,Force Per Device N
2015,INT_4_TYPE,Contact Alarm Count Setting Grop 1,,&TestIF_File.iContactAlarmCount[0],Contact Alarm Count Setting Grop 1
2016,INT_4_TYPE,Contact Alarm Count Setting Grop 2,,&TestIF_File.iContactAlarmCount[1],Contact Alarm Count Setting Grop 2
2017,INT_4_TYPE,Contact Alarm Count Setting Grop 3,,&TestIF_File.iContactAlarmCount[2],Contact Alarm Count Setting Grop 3
2018,FT_8_TYPE,Contact Air Force,,fContact->edAirKPA,Contact Air Force
2019,FT_8_TYPE,Contact Air Force Feedback,,fContact->lblReadEP,Contact Air Force Feedback
2020,FT_8_TYPE,Contact Set KG,,fContact->edSetKg,Contact Set KG
2024,FT_8_TYPE,Die Force Feedback,,fContact->lblDieForceEP,Die Force Feedback
2101,FT_8_TYPE,Arm1 Contact Height,,&DeviceForm_File.IndexContact[0],Arm1 Contact Height
2102,FT_8_TYPE,Arm2 Contact Height,,&DeviceForm_File.IndexContact[1],Arm2 Contact Height
2103,FT_8_TYPE,Shuttle1 Pick Height,,&DeviceForm_File.IndexArmPick[0],Shuttle1 Pick Height
2104,FT_8_TYPE,Shuttle2 Pick Height,,&DeviceForm_File.IndexArmPick[1],Shuttle2 Release Height
2105,FT_8_TYPE,Shuttle1 Release Height,,&DeviceForm_File.IndexPlace[0],Shuttle1 Release Height
2106,FT_8_TYPE,Shuttle2 Release Height,,&DeviceForm_File.IndexPlace[1],Shuttle2 Release Height
2631,INT_4_TYPE,Height Calibration Mode,,fContact->rgHandlerMode,0:Normal; 1:Auto Height; 2:Contact Test; 3:Manual Test; 
2665,ASCII_TYPE,Auto 4 Tray From Alias,,fTrayAssignment->edAuto4Type,Auto 4 Tray From Alias
2666,ASCII_TYPE,Auto 5 Tray From Alias,,fTrayAssignment->edAuto5Type,Auto 5 Tray From Alias
2667,ASCII_TYPE,Auto 6 Tray From Alias,,fTrayAssignment->edAuto6Type,Auto 6 Tray From Alias
2754,ASCII_TYPE,Auto 1 Tray From Alias,,fTrayAssignment->edAuto1Type,Auto 1 Tray From Alias
2755,ASCII_TYPE,Auto 2 Tray From Alias,,fTrayAssignment->edAuto2Type,Auto 2 Tray From Alias
2756,ASCII_TYPE,Auto 3 Tray From Alias,,fTrayAssignment->edAuto3Type,Auto 3 Tray From Alias
6001,INT_4_TYPE,Arm1 Total Contact Count,,&ArmData[0]->iContactCT,Arm1 Total Contact Count
6002,INT_4_TYPE,Arm2 Total Contact Count,,&ArmData[1]->iContactCT,Arm2 Total Contact Count
9001,INT_4_TYPE,Auto Clean Cleaning Count,,fCleaning->edCleaningCount,Auto Clean Cleaning Count
9003,ASCII_TYPE,Auto Clean Arm Total Force(KG),,fCleaning->edAutoCleanAirForce_Kg,Auto Clean Arm Total Force(KG)
9004,ASCII_TYPE,Auto Clean Arm Total Force(N),,fCleaning->edAutoCleanAirForce_N,Auto Clean Arm Total Force(N)
15500,INT_4_TYPE,Pre Alarm Message,,&RunInfo.iPreAlarmPosition,Pre Alarm Message
16200,ASCII_TYPE,Site Aa Bin 0-255 Total,,ArmData[2]->ArmSKET[0][0]->sBinCT,Site Aa Bin 0-255 TotalCSV Format
16201,ASCII_TYPE,Site Ab Bin 0-255 Total,,ArmData[2]->ArmSKET[0][1]->sBinCT,Site Ab Bin 0-255 TotalCSV Format
16202,ASCII_TYPE,Site Ac Bin 0-255 Total,,ArmData[2]->ArmSKET[0][2]->sBinCT,Site Ac Bin 0-255 TotalCSV Format
16203,ASCII_TYPE,Site Ad Bin 0-255 Total,,ArmData[2]->ArmSKET[0][3]->sBinCT,Site Ad Bin 0-255 TotalCSV Format
16204,ASCII_TYPE,Site Ae Bin 0-255 Total,,ArmData[2]->ArmSKET[0][4]->sBinCT,Site Ae Bin 0-255 TotalCSV Format
16205,ASCII_TYPE,Site Af Bin 0-255 Total,,ArmData[2]->ArmSKET[0][5]->sBinCT,Site Af Bin 0-255 TotalCSV Format
16206,ASCII_TYPE,Site Ag Bin 0-255 Total,,ArmData[2]->ArmSKET[0][6]->sBinCT,Site Ag Bin 0-255 TotalCSV Format
16207,ASCII_TYPE,Site Ah Bin 0-255 Total,,ArmData[2]->ArmSKET[0][7]->sBinCT,Site Ah Bin 0-255 TotalCSV Format
16208,ASCII_TYPE,Site Ba Bin 0-255 Total,,ArmData[2]->ArmSKET[1][0]->sBinCT,Site Ba Bin 0-255 TotalCSV Format
16209,ASCII_TYPE,Site Bb Bin 0-255 Total,,ArmData[2]->ArmSKET[1][1]->sBinCT,Site Bb Bin 0-255 TotalCSV Format
16210,ASCII_TYPE,Site Bc Bin 0-255 Total,,ArmData[2]->ArmSKET[1][2]->sBinCT,Site Bc Bin 0-255 TotalCSV Format
16211,ASCII_TYPE,Site Bd Bin 0-255 Total,,ArmData[2]->ArmSKET[1][3]->sBinCT,Site Bd Bin 0-255 TotalCSV Format
16212,ASCII_TYPE,Site Be Bin 0-255 Total,,ArmData[2]->ArmSKET[1][4]->sBinCT,Site Be Bin 0-255 TotalCSV Format
16213,ASCII_TYPE,Site Bf Bin 0-255 Total,,ArmData[2]->ArmSKET[1][5]->sBinCT,Site Bf Bin 0-255 TotalCSV Format
16214,ASCII_TYPE,Site Bg Bin 0-255 Total,,ArmData[2]->ArmSKET[1][6]->sBinCT,Site Bg Bin 0-255 TotalCSV Format
16215,ASCII_TYPE,Site Bh Bin 0-255 Total,,ArmData[2]->ArmSKET[1][7]->sBinCT,Site Bh Bin 0-255 TotalCSV Format
16216,ASCII_TYPE,Site Ca Bin 0-255 Total,,ArmData[2]->ArmSKET[2][0]->sBinCT,Site Ca Bin 0-255 TotalCSV Format
16217,ASCII_TYPE,Site Cb Bin 0-255 Total,,ArmData[2]->ArmSKET[2][1]->sBinCT,Site Cb Bin 0-255 TotalCSV Format
16218,ASCII_TYPE,Site Cc Bin 0-255 Total,,ArmData[2]->ArmSKET[2][2]->sBinCT,Site Cc Bin 0-255 TotalCSV Format
16219,ASCII_TYPE,Site Cd Bin 0-255 Total,,ArmData[2]->ArmSKET[2][3]->sBinCT,Site Cd Bin 0-255 TotalCSV Format
16220,ASCII_TYPE,Site Ce Bin 0-255 Total,,ArmData[2]->ArmSKET[2][4]->sBinCT,Site Ce Bin 0-255 TotalCSV Format
16221,ASCII_TYPE,Site Cf Bin 0-255 Total,,ArmData[2]->ArmSKET[2][5]->sBinCT,Site Cf Bin 0-255 TotalCSV Format
16222,ASCII_TYPE,Site Cg Bin 0-255 Total,,ArmData[2]->ArmSKET[2][6]->sBinCT,Site Cg Bin 0-255 TotalCSV Format
16223,ASCII_TYPE,Site Ch Bin 0-255 Total,,ArmData[2]->ArmSKET[2][7]->sBinCT,Site Ch Bin 0-255 TotalCSV Format
16224,ASCII_TYPE,Site Da Bin 0-255 Total,,ArmData[2]->ArmSKET[3][0]->sBinCT,Site Da Bin 0-255 TotalCSV Format
16225,ASCII_TYPE,Site Db Bin 0-255 Total,,ArmData[2]->ArmSKET[3][1]->sBinCT,Site Db Bin 0-255 TotalCSV Format
16226,ASCII_TYPE,Site Dc Bin 0-255 Total,,ArmData[2]->ArmSKET[3][2]->sBinCT,Site Dc Bin 0-255 TotalCSV Format
16227,ASCII_TYPE,Site Dd Bin 0-255 Total,,ArmData[2]->ArmSKET[3][3]->sBinCT,Site Dd Bin 0-255 TotalCSV Format
16228,ASCII_TYPE,Site De Bin 0-255 Total,,ArmData[2]->ArmSKET[3][4]->sBinCT,Site De Bin 0-255 TotalCSV Format
16229,ASCII_TYPE,Site Df Bin 0-255 Total,,ArmData[2]->ArmSKET[3][5]->sBinCT,Site Df Bin 0-255 TotalCSV Format
16230,ASCII_TYPE,Site Dg Bin 0-255 Total,,ArmData[2]->ArmSKET[3][6]->sBinCT,Site Dg Bin 0-255 TotalCSV Format
16231,ASCII_TYPE,Site Dh Bin 0-255 Total,,ArmData[2]->ArmSKET[3][7]->sBinCT,Site Dh Bin 0-255 TotalCSV Format
16232,ASCII_TYPE,Arm 1 Site Aa Bin 0-255 Total,,ArmData[0]->ArmSKET[0][0]->sBinCT,Arm 1 Site Aa Bin 0-255 TotalCSV Format
16233,ASCII_TYPE,Arm 1 Site Ab Bin 0-255 Total,,ArmData[0]->ArmSKET[0][1]->sBinCT,Arm 1 Site Ab Bin 0-255 TotalCSV Format
16234,ASCII_TYPE,Arm 1 Site Ac Bin 0-255 Total,,ArmData[0]->ArmSKET[0][2]->sBinCT,Arm 1 Site Ac Bin 0-255 TotalCSV Format
16235,ASCII_TYPE,Arm 1 Site Ad Bin 0-255 Total,,ArmData[0]->ArmSKET[0][3]->sBinCT,Arm 1 Site Ad Bin 0-255 TotalCSV Format
16236,ASCII_TYPE,Arm 1 Site Ae Bin 0-255 Total,,ArmData[0]->ArmSKET[0][4]->sBinCT,Arm 1 Site Ae Bin 0-255 TotalCSV Format
16237,ASCII_TYPE,Arm 1 Site Af Bin 0-255 Total,,ArmData[0]->ArmSKET[0][5]->sBinCT,Arm 1 Site Af Bin 0-255 TotalCSV Format
16238,ASCII_TYPE,Arm 1 Site Ag Bin 0-255 Total,,ArmData[0]->ArmSKET[0][6]->sBinCT,Arm 1 Site Ag Bin 0-255 TotalCSV Format
16239,ASCII_TYPE,Arm 1 Site Ah Bin 0-255 Total,,ArmData[0]->ArmSKET[0][7]->sBinCT,Arm 1 Site Ah Bin 0-255 TotalCSV Format
16240,ASCII_TYPE,Arm 1 Site Ba Bin 0-255 Total,,ArmData[0]->ArmSKET[1][0]->sBinCT,Arm 1 Site Ba Bin 0-255 TotalCSV Format
16241,ASCII_TYPE,Arm 1 Site Bb Bin 0-255 Total,,ArmData[0]->ArmSKET[1][1]->sBinCT,Arm 1 Site Bb Bin 0-255 TotalCSV Format
16242,ASCII_TYPE,Arm 1 Site Bc Bin 0-255 Total,,ArmData[0]->ArmSKET[1][2]->sBinCT,Arm 1 Site Bc Bin 0-255 TotalCSV Format
16243,ASCII_TYPE,Arm 1 Site Bd Bin 0-255 Total,,ArmData[0]->ArmSKET[1][3]->sBinCT,Arm 1 Site Bd Bin 0-255 TotalCSV Format
16244,ASCII_TYPE,Arm 1 Site Be Bin 0-255 Total,,ArmData[0]->ArmSKET[1][4]->sBinCT,Arm 1 Site Be Bin 0-255 TotalCSV Format
16245,ASCII_TYPE,Arm 1 Site Bf Bin 0-255 Total,,ArmData[0]->ArmSKET[1][5]->sBinCT,Arm 1 Site Bf Bin 0-255 TotalCSV Format
16246,ASCII_TYPE,Arm 1 Site Bg Bin 0-255 Total,,ArmData[0]->ArmSKET[1][6]->sBinCT,Arm 1 Site Bg Bin 0-255 TotalCSV Format
16247,ASCII_TYPE,Arm 1 Site Bh Bin 0-255 Total,,ArmData[0]->ArmSKET[1][7]->sBinCT,Arm 1 Site Bh Bin 0-255 TotalCSV Format
16248,ASCII_TYPE,Arm 1 Site Ca Bin 0-255 Total,,ArmData[0]->ArmSKET[2][0]->sBinCT,Arm 1 Site Ca Bin 0-255 TotalCSV Format
16249,ASCII_TYPE,Arm 1 Site Cb Bin 0-255 Total,,ArmData[0]->ArmSKET[2][1]->sBinCT,Arm 1 Site Cb Bin 0-255 TotalCSV Format
16250,ASCII_TYPE,Arm 1 Site Cc Bin 0-255 Total,,ArmData[0]->ArmSKET[2][2]->sBinCT,Arm 1 Site Cc Bin 0-255 TotalCSV Format
16251,ASCII_TYPE,Arm 1 Site Cd Bin 0-255 Total,,ArmData[0]->ArmSKET[2][3]->sBinCT,Arm 1 Site Cd Bin 0-255 TotalCSV Format
16252,ASCII_TYPE,Arm 1 Site Ce Bin 0-255 Total,,ArmData[0]->ArmSKET[2][4]->sBinCT,Arm 1 Site Ce Bin 0-255 TotalCSV Format
16253,ASCII_TYPE,Arm 1 Site Cf Bin 0-255 Total,,ArmData[0]->ArmSKET[2][5]->sBinCT,Arm 1 Site Cf Bin 0-255 TotalCSV Format
16254,ASCII_TYPE,Arm 1 Site Cg Bin 0-255 Total,,ArmData[0]->ArmSKET[2][6]->sBinCT,Arm 1 Site Cg Bin 0-255 TotalCSV Format
16255,ASCII_TYPE,Arm 1 Site Ch Bin 0-255 Total,,ArmData[0]->ArmSKET[2][7]->sBinCT,Arm 1 Site Ch Bin 0-255 TotalCSV Format
16256,ASCII_TYPE,Arm 1 Site Da Bin 0-255 Total,,ArmData[0]->ArmSKET[3][0]->sBinCT,Arm 1 Site Da Bin 0-255 TotalCSV Format
16257,ASCII_TYPE,Arm 1 Site Db Bin 0-255 Total,,ArmData[0]->ArmSKET[3][1]->sBinCT,Arm 1 Site Db Bin 0-255 TotalCSV Format
16258,ASCII_TYPE,Arm 1 Site Dc Bin 0-255 Total,,ArmData[0]->ArmSKET[3][2]->sBinCT,Arm 1 Site Dc Bin 0-255 TotalCSV Format
16259,ASCII_TYPE,Arm 1 Site Dd Bin 0-255 Total,,ArmData[0]->ArmSKET[3][3]->sBinCT,Arm 1 Site Dd Bin 0-255 TotalCSV Format
16260,ASCII_TYPE,Arm 1 Site De Bin 0-255 Total,,ArmData[0]->ArmSKET[3][4]->sBinCT,Arm 1 Site De Bin 0-255 TotalCSV Format
16261,ASCII_TYPE,Arm 1 Site Df Bin 0-255 Total,,ArmData[0]->ArmSKET[3][5]->sBinCT,Arm 1 Site Df Bin 0-255 TotalCSV Format
16262,ASCII_TYPE,Arm 1 Site Dg Bin 0-255 Total,,ArmData[0]->ArmSKET[3][6]->sBinCT,Arm 1 Site Dg Bin 0-255 TotalCSV Format
16263,ASCII_TYPE,Arm 1 Site Dh Bin 0-255 Total,,ArmData[0]->ArmSKET[3][7]->sBinCT,Arm 1 Site Dh Bin 0-255 TotalCSV Format
16264,ASCII_TYPE,Arm 2 Site Aa Bin 0-255 Total,,ArmData[1]->ArmSKET[0][0]->sBinCT,Arm 2 Site Aa Bin 0-255 TotalCSV Format
16265,ASCII_TYPE,Arm 2 Site Ab Bin 0-255 Total,,ArmData[1]->ArmSKET[0][1]->sBinCT,Arm 2 Site Ab Bin 0-255 TotalCSV Format
16266,ASCII_TYPE,Arm 2 Site Ac Bin 0-255 Total,,ArmData[1]->ArmSKET[0][2]->sBinCT,Arm 2 Site Ac Bin 0-255 TotalCSV Format
16267,ASCII_TYPE,Arm 2 Site Ad Bin 0-255 Total,,ArmData[1]->ArmSKET[0][3]->sBinCT,Arm 2 Site Ad Bin 0-255 TotalCSV Format
16268,ASCII_TYPE,Arm 2 Site Ae Bin 0-255 Total,,ArmData[1]->ArmSKET[0][4]->sBinCT,Arm 2 Site Ae Bin 0-255 TotalCSV Format
16269,ASCII_TYPE,Arm 2 Site Af Bin 0-255 Total,,ArmData[1]->ArmSKET[0][5]->sBinCT,Arm 2 Site Af Bin 0-255 TotalCSV Format
16270,ASCII_TYPE,Arm 2 Site Ag Bin 0-255 Total,,ArmData[1]->ArmSKET[0][6]->sBinCT,Arm 2 Site Ag Bin 0-255 TotalCSV Format
16271,ASCII_TYPE,Arm 2 Site Ah Bin 0-255 Total,,ArmData[1]->ArmSKET[0][7]->sBinCT,Arm 2 Site Ah Bin 0-255 TotalCSV Format
16272,ASCII_TYPE,Arm 2 Site Ba Bin 0-255 Total,,ArmData[1]->ArmSKET[1][0]->sBinCT,Arm 2 Site Ba Bin 0-255 TotalCSV Format
16273,ASCII_TYPE,Arm 2 Site Bb Bin 0-255 Total,,ArmData[1]->ArmSKET[1][1]->sBinCT,Arm 2 Site Bb Bin 0-255 TotalCSV Format
16274,ASCII_TYPE,Arm 2 Site Bc Bin 0-255 Total,,ArmData[1]->ArmSKET[1][2]->sBinCT,Arm 2 Site Bc Bin 0-255 TotalCSV Format
16275,ASCII_TYPE,Arm 2 Site Bd Bin 0-255 Total,,ArmData[1]->ArmSKET[1][3]->sBinCT,Arm 2 Site Bd Bin 0-255 TotalCSV Format
16276,ASCII_TYPE,Arm 2 Site Be Bin 0-255 Total,,ArmData[1]->ArmSKET[1][4]->sBinCT,Arm 2 Site Be Bin 0-255 TotalCSV Format
16277,ASCII_TYPE,Arm 2 Site Bf Bin 0-255 Total,,ArmData[1]->ArmSKET[1][5]->sBinCT,Arm 2 Site Bf Bin 0-255 TotalCSV Format
16278,ASCII_TYPE,Arm 2 Site Bg Bin 0-255 Total,,ArmData[1]->ArmSKET[1][6]->sBinCT,Arm 2 Site Bg Bin 0-255 TotalCSV Format
16279,ASCII_TYPE,Arm 2 Site Bh Bin 0-255 Total,,ArmData[1]->ArmSKET[1][7]->sBinCT,Arm 2 Site Bh Bin 0-255 TotalCSV Format
16280,ASCII_TYPE,Arm 2 Site Ca Bin 0-255 Total,,ArmData[1]->ArmSKET[2][0]->sBinCT,Arm 2 Site Ca Bin 0-255 TotalCSV Format
16281,ASCII_TYPE,Arm 2 Site Cb Bin 0-255 Total,,ArmData[1]->ArmSKET[2][1]->sBinCT,Arm 2 Site Cb Bin 0-255 TotalCSV Format
16282,ASCII_TYPE,Arm 2 Site Cc Bin 0-255 Total,,ArmData[1]->ArmSKET[2][2]->sBinCT,Arm 2 Site Cc Bin 0-255 TotalCSV Format
16283,ASCII_TYPE,Arm 2 Site Cd Bin 0-255 Total,,ArmData[1]->ArmSKET[2][3]->sBinCT,Arm 2 Site Cd Bin 0-255 TotalCSV Format
16284,ASCII_TYPE,Arm 2 Site Ce Bin 0-255 Total,,ArmData[1]->ArmSKET[2][4]->sBinCT,Arm 2 Site Ce Bin 0-255 TotalCSV Format
16285,ASCII_TYPE,Arm 2 Site Cf Bin 0-255 Total,,ArmData[1]->ArmSKET[2][5]->sBinCT,Arm 2 Site Cf Bin 0-255 TotalCSV Format
16286,ASCII_TYPE,Arm 2 Site Cg Bin 0-255 Total,,ArmData[1]->ArmSKET[2][6]->sBinCT,Arm 2 Site Cg Bin 0-255 TotalCSV Format
16287,ASCII_TYPE,Arm 2 Site Ch Bin 0-255 Total,,ArmData[1]->ArmSKET[2][7]->sBinCT,Arm 2 Site Ch Bin 0-255 TotalCSV Format
16288,ASCII_TYPE,Arm 2 Site Da Bin 0-255 Total,,ArmData[1]->ArmSKET[3][0]->sBinCT,Arm 2 Site Da Bin 0-255 TotalCSV Format
16289,ASCII_TYPE,Arm 2 Site Db Bin 0-255 Total,,ArmData[1]->ArmSKET[3][1]->sBinCT,Arm 2 Site Db Bin 0-255 TotalCSV Format
16290,ASCII_TYPE,Arm 2 Site Dc Bin 0-255 Total,,ArmData[1]->ArmSKET[3][2]->sBinCT,Arm 2 Site Dc Bin 0-255 TotalCSV Format
16291,ASCII_TYPE,Arm 2 Site Dd Bin 0-255 Total,,ArmData[1]->ArmSKET[3][3]->sBinCT,Arm 2 Site Dd Bin 0-255 TotalCSV Format
16292,ASCII_TYPE,Arm 2 Site De Bin 0-255 Total,,ArmData[1]->ArmSKET[3][4]->sBinCT,Arm 2 Site De Bin 0-255 TotalCSV Format
16293,ASCII_TYPE,Arm 2 Site Df Bin 0-255 Total,,ArmData[1]->ArmSKET[3][5]->sBinCT,Arm 2 Site Df Bin 0-255 TotalCSV Format
16294,ASCII_TYPE,Arm 2 Site Dg Bin 0-255 Total,,ArmData[1]->ArmSKET[3][6]->sBinCT,Arm 2 Site Dg Bin 0-255 TotalCSV Format
16295,ASCII_TYPE,Arm 2 Site Dh Bin 0-255 Total,,ArmData[1]->ArmSKET[3][7]->sBinCT,Arm 2 Site Dh Bin 0-255 TotalCSV Format
16296,ASCII_TYPE,Total Pass Count by Site Aa to Dh,,ArmData[2]->sPass,Pass Count by Site Aa to DhCSV Format
16297,ASCII_TYPE,Total Fail Count by Site Aa to Dh,,ArmData[2]->sFail,Fail Count by Site Aa to DhCSV Format
16298,ASCII_TYPE,Total IF Error Count by Site Aa to Dh,,ArmData[2]->iIFErr,IF Error Count by Site Aa to DhCSV Format
16299,ASCII_TYPE,Total Count by Site Aa to Dh,,ArmData[2]->sTotal,Total Count by Site Aa to DhCSV Format
16300,ASCII_TYPE,Arm 1 Pass Count by Site Aa to Dh,,ArmData[0]->sPass,Arm 1 Pass Count by Site Aa to DhCSV Format
16301,ASCII_TYPE,Arm 1 Fail Count by Site Aa to Dh,,ArmData[0]->sFail,Arm 1 Fail Count by Site Aa to DhCSV Format
16302,ASCII_TYPE,Arm 1 IF Error Count by Site Aa to Dh,,ArmData[0]->iIFErr,Arm 1 IF Error Count by Site Aa to DhCSV Format
16303,ASCII_TYPE,Arm 1 Total Count by Site Aa to Dh,,ArmData[0]->sTotal,Arm 1 Total Count by Site Aa to DhCSV Format
16304,ASCII_TYPE,Arm 2 Pass Count by Site Aa to Dh,,ArmData[1]->sPass,Arm 2 Pass Count by Site Aa to DhCSV Format
16305,ASCII_TYPE,Arm 2 Fail Count by Site Aa to Dh,,ArmData[1]->sFail,Arm 2 Fail Count by Site Aa to DhCSV Format
16306,ASCII_TYPE,Arm 2 IF Error Count by Site Aa to Dh,,ArmData[1]->iIFErr,Arm 2 IF Error Count by Site Aa to DhCSV Format
16307,ASCII_TYPE,Arm 2 Total Count by Site Aa to Dh,,ArmData[1]->sTotal,Arm 2 Total Count by Site Aa to DhCSV Format
16308,ASCII_TYPE,Site Aa Bin 0-255 Total (History),,ArmHistory[2]->ArmSKET[0][0]->sBinCT,Site Aa Bin 0-255 Total (History)CSV Format
16309,ASCII_TYPE,Site Ab Bin 0-255 Total (History),,ArmHistory[2]->ArmSKET[0][1]->sBinCT,Site Ab Bin 0-255 Total (History)CSV Format
16310,ASCII_TYPE,Site Ac Bin 0-255 Total (History),,ArmHistory[2]->ArmSKET[0][2]->sBinCT,Site Ac Bin 0-255 Total (History)CSV Format
16311,ASCII_TYPE,Site Ad Bin 0-255 Total (History),,ArmHistory[2]->ArmSKET[0][3]->sBinCT,Site Ad Bin 0-255 Total (History)CSV Format
16312,ASCII_TYPE,Site Ae Bin 0-255 Total (History),,ArmHistory[2]->ArmSKET[0][4]->sBinCT,Site Ae Bin 0-255 Total (History)CSV Format
16313,ASCII_TYPE,Site Af Bin 0-255 Total (History),,ArmHistory[2]->ArmSKET[0][5]->sBinCT,Site Af Bin 0-255 Total (History)CSV Format
16314,ASCII_TYPE,Site Ag Bin 0-255 Total (History),,ArmHistory[2]->ArmSKET[0][6]->sBinCT,Site Ag Bin 0-255 Total (History)CSV Format
16315,ASCII_TYPE,Site Ah Bin 0-255 Total (History),,ArmHistory[2]->ArmSKET[0][7]->sBinCT,Site Ah Bin 0-255 Total (History)CSV Format
16316,ASCII_TYPE,Site Ba Bin 0-255 Total (History),,ArmHistory[2]->ArmSKET[1][0]->sBinCT,Site Ba Bin 0-255 Total (History)CSV Format
16317,ASCII_TYPE,Site Bb Bin 0-255 Total (History),,ArmHistory[2]->ArmSKET[1][1]->sBinCT,Site Bb Bin 0-255 Total (History)CSV Format
16318,ASCII_TYPE,Site Bc Bin 0-255 Total (History),,ArmHistory[2]->ArmSKET[1][2]->sBinCT,Site Bc Bin 0-255 Total (History)CSV Format
16319,ASCII_TYPE,Site Bd Bin 0-255 Total (History),,ArmHistory[2]->ArmSKET[1][3]->sBinCT,Site Bd Bin 0-255 Total (History)CSV Format
16320,ASCII_TYPE,Site Be Bin 0-255 Total (History),,ArmHistory[2]->ArmSKET[1][4]->sBinCT,Site Be Bin 0-255 Total (History)CSV Format
16321,ASCII_TYPE,Site Bf Bin 0-255 Total (History),,ArmHistory[2]->ArmSKET[1][5]->sBinCT,Site Bf Bin 0-255 Total (History)CSV Format
16322,ASCII_TYPE,Site Bg Bin 0-255 Total (History),,ArmHistory[2]->ArmSKET[1][6]->sBinCT,Site Bg Bin 0-255 Total (History)CSV Format
16323,ASCII_TYPE,Site Bh Bin 0-255 Total (History),,ArmHistory[2]->ArmSKET[1][7]->sBinCT,Site Bh Bin 0-255 Total (History)CSV Format
16324,ASCII_TYPE,Site Ca Bin 0-255 Total (History),,ArmHistory[2]->ArmSKET[2][0]->sBinCT,Site Ca Bin 0-255 Total (History)CSV Format
16325,ASCII_TYPE,Site Cb Bin 0-255 Total (History),,ArmHistory[2]->ArmSKET[2][1]->sBinCT,Site Cb Bin 0-255 Total (History)CSV Format
